"Bool1","Bool2","Bool3","Bool4","Bool5","DateFiche","GUID","Id","IdClient","IdColla","Long1","Long10","Long11","Long12","Long13","Long14","Long15","Long2","Long3","Long4","Long5","Long6","Long7","Long8","Long9","Memo1","Memo2","Memo3","Memo4","Memo5","String1","String10","String11","String2","String3","String4","String5","String6","String7","String8","String9","TypeFiche","GuidCS","IGuid","float1","float2","float3","float4","float5","float6","float7","float8","float9","float10","float11","float12","float13","float14","float15"
"False","False","False","False","False","27.03.2024 00:00:00","{7D4F63F3-D13B-48CE-A18C-CA09CF67B244}","2312","1270","-1","-1","0","-1","0","0","0","0","-1","-1","-1","-1","-1","0","0","0","","","","","","mèches déco 28 vol puis 9.6 au 10 vol","","","","","","","","","","","1","d4ceff19-2a94-4d61-a895-0e24ca02b2dd","67c208ca-e9b5-45d3-ab82-e190a736aa34","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000"
