"EtatLigPai","Id","IdCaisseMonnaie","IdCaisseMoyPaiement","IdCaisseTicket","InfoMisc","InfoMisc2","InfoMisc3","Prix","PrixOrg","GuidCS","IGuid","TagX3Code","Checked"
"0","902844592","3","0","902829811","-1","0","","11600,0000","11600,0000","8897618f-f802-411d-a6db-3df6c3a16311","653213ce-8a59-4421-91db-2af8e5c4cddf","","False"
"0","1270739851","3","2","1270730401","-1","0","","22200,0000","22200,0000","80954878-1a32-4438-badb-b43e936cad78","cb48ae14-2900-4c50-b50b-09f63cd5b93e","","False"
